Printer ID,Printer Name,Model Number,Image URL,Image #,Assigned To,,,,,,,,,,
11,Canon PIXMA G3411,G3411,https://res.cloudinary.com/dcowpmp5r/image/upload/v1775345020/P18_hluodv.jpg,17,Waad,,,,,,,,,,
11,Canon PIXMA G3411,G3411,https://res.cloudinary.com/dcowpmp5r/image/upload/v1775345020/P23_aag9fw.jpg,18,Waad,,,,,,,,,,
11,Canon PIXMA G3411,G3411,https://res.cloudinary.com/dcowpmp5r/image/upload/v1775345020/P22_hal0em.png,19,Waad,,,,,,,,,,
11,Canon PIXMA G3411,G3411,https://res.cloudinary.com/dcowpmp5r/image/upload/v1775345021/P24_urrilb.jpg,20,Waad,,,,,,,,,,
11,Canon PIXMA G3411,G3411,https://res.cloudinary.com/dcowpmp5r/image/upload/v1775345021/P1_zaa8nq.jpg,21,Waad,,,,,,,,,,
11,Canon PIXMA G3411,G3411,https://res.cloudinary.com/dcowpmp5r/image/upload/v1775345021/P25_dihqzw.jpg,22,Waad,,,,,,,,,,
11,Canon PIXMA G3411,G3411,https://res.cloudinary.com/dcowpmp5r/image/upload/v1775345021/P2_aelijm.jpg,23,Waad,,,,,,,,,,
11,Canon PIXMA G3411,G3411,https://res.cloudinary.com/dcowpmp5r/image/upload/v1775345021/P3_o5z9oa.jpg,24,Waad,,,,,,,,,,
11,Canon PIXMA G3411,G3411,https://res.cloudinary.com/dcowpmp5r/image/upload/v1775345021/P4_vlvai9.jpg,25,Waad,,,,,,,,,,
12,Epson EcoTank L3250,L3250,https://res.cloudinary.com/dcowpmp5r/image/upload/v1775346086/P05_hxg9wg.jpg,1,Waad,,,,,,,,,,
12,Epson EcoTank L3250,L3250,https://res.cloudinary.com/dcowpmp5r/image/upload/v1775346086/P06_x03ui5.webp,2,Waad,,,,,,,,,,
12,Epson EcoTank L3250,L3250,https://res.cloudinary.com/dcowpmp5r/image/upload/v1775346086/P08_yegfsn.jpg,3,Waad,,,,,,,,,,
12,Epson EcoTank L3250,L3250,https://res.cloudinary.com/dcowpmp5r/image/upload/v1775346086/P07_asspd3.png,4,Waad,,,,,,,,,,
12,Epson EcoTank L3250,L3250,https://res.cloudinary.com/dcowpmp5r/image/upload/v1775346087/P010_yxkc3b.jpg,5,Waad,,,,,,,,,,
12,Epson EcoTank L3250,L3250,https://res.cloudinary.com/dcowpmp5r/image/upload/v1775346087/P09_eeig4r.jpg,6,Waad,,,,,,,,,,
12,Epson EcoTank L3250,L3250,https://res.cloudinary.com/dcowpmp5r/image/upload/v1775346087/P012_bkivs8.jpg,7,Waad,,,,,,,,,,
12,Epson EcoTank L3250,L3250,https://res.cloudinary.com/dcowpmp5r/image/upload/v1775346087/P011_qeatkb.webp,8,Waad,,,,,,,,,,
12,Epson EcoTank L3250,L3250,https://res.cloudinary.com/dcowpmp5r/image/upload/v1775346088/P013_q0scwl.jpg,9,Waad,,,,,,,,,,
12,Epson EcoTank L3250,L3250,https://res.cloudinary.com/dcowpmp5r/image/upload/v1775346088/P014_lhko5c.jpg,10,Waad,,,,,,,,,,
12,Epson EcoTank L3250,L3250,https://res.cloudinary.com/dcowpmp5r/image/upload/v1775346089/P015_gnolk7.jpg,11,Waad,,,,,,,,,,
12,Epson EcoTank L3250,L3250,https://res.cloudinary.com/dcowpmp5r/image/upload/v1775346089/P016_zs3ug7.jpg,12,Waad,,,,,,,,,,
12,Epson EcoTank L3250,L3250,https://res.cloudinary.com/dcowpmp5r/image/upload/v1775346089/P017_muuadh.jpg,13,Waad,,,,,,,,,,
12,Epson EcoTank L3250,L3250,https://res.cloudinary.com/dcowpmp5r/image/upload/v1775346090/P018_kyuckr.jpg,14,Waad,,,,,,,,,,
12,Epson EcoTank L3250,L3250,https://res.cloudinary.com/dcowpmp5r/image/upload/v1775346090/P019_jvymk5.webp,15,Waad,,,,,,,,,,
12,Epson EcoTank L3250,L3250,https://res.cloudinary.com/dcowpmp5r/image/upload/v1775346090/P020_nthwiy.avif,16,Waad,,,,,,,,,,
12,Epson EcoTank L3250,L3250,https://res.cloudinary.com/dcowpmp5r/image/upload/v1775346091/P021_fvfwmw.webp,17,Waad,,,,,,,,,,
12,Epson EcoTank L3250,L3250,https://res.cloudinary.com/dcowpmp5r/image/upload/v1775346091/P022_miew3c.jpg,18,Waad,,,,,,,,,,
12,Epson EcoTank L3250,L3250,https://res.cloudinary.com/dcowpmp5r/image/upload/v1775346092/P023_eyhxow.webp,19,Waad,,,,,,,,,,
12,Epson EcoTank L3250,L3250,https://res.cloudinary.com/dcowpmp5r/image/upload/v1775346092/P024_wpzhcv.webp,20,Waad,,,,,,,,,,
12,Epson EcoTank L3250,L3250,https://res.cloudinary.com/dcowpmp5r/image/upload/v1775346092/P025_jepsue.jpg,21,Waad,,,,,,,,,,
12,Epson EcoTank L3250,L3250,https://res.cloudinary.com/dcowpmp5r/image/upload/v1775346093/P01_mrz0uj.jpg,22,Waad,,,,,,,,,,
12,Epson EcoTank L3250,L3250,https://res.cloudinary.com/dcowpmp5r/image/upload/v1775346093/P02_udknjn.jpg,23,Waad,,,,,,,,,,
12,Epson EcoTank L3250,L3250,https://res.cloudinary.com/dcowpmp5r/image/upload/v1775346093/P03_lrayxk.jpg,24,Waad,,,,,,,,,,
12,Epson EcoTank L3250,L3250,https://res.cloudinary.com/dcowpmp5r/image/upload/v1775346094/P04_urcb6u.jpg,25,Waad,,,,,,,,,,
13,Samsung Xpress SL-M2070,SLM2070,https://res.cloudinary.com/dcowpmp5r/image/upload/v1775961043/2d9665c6ef3a441cb772aaff1669d35083b619f1_sxnckg.jpg,1,Waad,,,,,,,,,,
13,Samsung Xpress SL-M2071,SLM2071,https://res.cloudinary.com/dcowpmp5r/image/upload/v1775961044/57_e8b107c6-351d-4d13-b71b-2b89fbeffc52_2048x2048_1_iwjagg.webp,2,Waad,,,,,,,,,,
13,Samsung Xpress SL-M2072,SLM2072,https://res.cloudinary.com/dcowpmp5r/image/upload/v1775961044/414N-Z3WGpL_rm45tj.jpg,3,Waad,,,,,,,,,,
13,Samsung Xpress SL-M2073,SLM2073,https://res.cloudinary.com/dcowpmp5r/image/upload/v1775961044/57_aadf7a23-b3f1-42da-a164-0a49015b52e5_2048x2048_mmrdzg.webp,4,Waad,,,,,,,,,,
13,Samsung Xpress SL-M2074,SLM2074,https://res.cloudinary.com/dcowpmp5r/image/upload/v1775961044/268219-printersallinone-samsung-xpressm2070fw_qpxrrk.webp,5,Waad,,,,,,,,,,
13,Samsung Xpress SL-M2075,SLM2075,https://res.cloudinary.com/dcowpmp5r/image/upload/v1775961044/417efc8369cc7699cf3515c96d069051-hi_oyifus.jpg,6,Waad,,,,,,,,,,
13,Samsung Xpress SL-M2076,SLM2076,https://res.cloudinary.com/dcowpmp5r/image/upload/v1775961045/28039251-9e89-4a2a-a465-bfb2e752ef11_fxvmtk.avif,7,Waad,,,,,,,,,,
